ip,commands,unique,severity_old,severity_new,intensity,diversity,total_old,total_new,risk_level_old,risk_level_new,persistence_backdoor_hits,dropper_execution_hits,successful_logins,commands_per_login,activity_span_minutes,max_commands_5s,max_commands_1min,burst_10plus_5s,temporal_level,mitigation_decision_old,mitigation_decision_new
176.78.68.31,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,1968.3425203998884,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
37.59.110.4,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,29,0.9655172413793104,100888.00581960281,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
41.59.229.33,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,30,0.9333333333333333,104692.53955138127,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
43.245.249.251,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,31,0.9032258064516129,119306.22985666593,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
61.23.36.232,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,52.63823754787445,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
117.6.44.221,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,29,0.9655172413793104,89344.57337580125,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
36.72.69.219,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,69.05167245070139,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
129.121.79.67,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,9401.838077914716,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.229.125.106,28,1,0.0,1.8815,1.5,0.0,1.5,3.3815,LOW,LOW,31,0,28,1.0,46.36753548383713,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
181.191.128.18,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,47.84256405035655,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
119.8.232.252,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,53.856811765829725,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
45.61.187.30,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,21.58160263299942,2,4,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
86.54.42.189,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,31.105114614963533,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
164.92.198.18,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,33.12757063706716,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
45.169.200.254,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,4398.104820215702,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
212.80.7.21,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,5294.624767533938,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.231.14.54,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,31,0.9032258064516129,93468.07496541739,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
101.36.109.176,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,29,0.9655172413793104,61351.95003028314,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
81.192.46.32,28,1,0.0,1.8815,1.5,0.0,1.5,3.3815,LOW,LOW,31,0,28,1.0,36.5893586675326,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
172.174.5.146,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,29,0.9655172413793104,10870.33112048308,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
165.154.6.138,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,29,0.9655172413793104,34246.173963002366,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
213.6.203.226,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,33.60957531531652,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
4.213.160.153,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,29,0.9655172413793104,50179.94557859898,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
4.210.91.174,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,30,0.9333333333333333,68511.03303486506,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
202.125.94.71,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,30,0.9333333333333333,29862.75650045077,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
198.98.56.227,28,1,0.0,1.8815,1.5,0.0,1.5,3.3815,LOW,LOW,31,0,31,0.9032258064516129,34536.04447114865,2,4,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
20.80.7.225,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,37.94151949882507,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
165.154.6.56,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,29,0.9655172413793104,47562.37239813407,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
45.67.35.41,28,1,0.0,1.865,1.5,0.0,1.5,3.365,LOW,LOW,29,0,28,1.0,26.042585933208464,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
59.26.132.170,28,1,0.0,1.8815,1.5,0.0,1.5,3.3815,LOW,LOW,31,0,29,0.9655172413793104,51224.2839283824,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
67.231.24.5,28,1,0.0,0.0,1.5,0.0,1.5,1.5,LOW,LOW,0,0,28,1.0,45779.17676591873,1,1,0,NORMAL,NO_ACTION,NO_ACTION
162.144.213.198,28,1,0.0,0.0,1.5,0.0,1.5,1.5,LOW,LOW,0,0,28,1.0,45729.38679728508,1,1,0,NORMAL,NO_ACTION,NO_ACTION
108.179.220.174,28,1,0.0,0.0,1.5,0.0,1.5,1.5,LOW,LOW,0,0,28,1.0,43776.600753966966,1,1,0,NORMAL,NO_ACTION,NO_ACTION
162.240.218.183,28,1,0.0,0.0,1.5,0.0,1.5,1.5,LOW,LOW,0,0,28,1.0,43729.99165691535,1,1,0,NORMAL,NO_ACTION,NO_ACTION
165.22.184.88,28,1,0.0,0.0,1.5,0.0,1.5,1.5,LOW,LOW,0,0,28,1.0,43720.72331421773,1,1,0,NORMAL,NO_ACTION,NO_ACTION
162.144.64.128,28,1,0.0,0.0,1.5,0.0,1.5,1.5,LOW,LOW,0,0,28,1.0,43700.98270788193,1,1,0,NORMAL,NO_ACTION,NO_ACTION
85.214.154.50,28,1,0.0,0.0,1.5,0.0,1.5,1.5,LOW,LOW,0,0,28,1.0,3867.5153867204986,1,1,0,NORMAL,NO_ACTION,NO_ACTION
198.12.251.137,27,1,0.0,0.0,1.4826,0.0,1.4826,1.4826,LOW,LOW,0,0,27,1.0,45716.093478282295,1,1,0,NORMAL,NO_ACTION,NO_ACTION
173.236.247.120,27,1,0.0,0.0,1.4826,0.0,1.4826,1.4826,LOW,LOW,0,0,27,1.0,3908.3351091861723,1,1,0,NORMAL,NO_ACTION,NO_ACTION
159.223.137.144,10,1,0.4025,0.4025,1.0726,0.0,1.4751,1.4751,LOW,LOW,0,0,10,1.0,3.5170022368431093,1,5,0,NORMAL,NO_ACTION,NO_ACTION
136.117.225.68,10,1,0.4025,0.4025,1.0726,0.0,1.4751,1.4751,LOW,LOW,0,0,10,1.0,0.3968190828959147,4,10,0,NORMAL,NO_ACTION,NO_ACTION
147.45.196.166,10,1,0.4025,0.4025,1.0726,0.0,1.4751,1.4751,LOW,LOW,0,0,25,0.4,5322.985625600815,1,1,0,NORMAL,NO_ACTION,NO_ACTION
34.124.208.70,10,1,0.4025,0.4025,1.0726,0.0,1.4751,1.4751,LOW,LOW,0,0,10,1.0,7465.202283116182,1,1,0,NORMAL,NO_ACTION,NO_ACTION
138.128.240.172,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,16290.160603264967,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
83.97.24.41,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,15361.603872517744,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
81.192.46.45,26,1,0.0,1.865,1.4648,0.0,1.4648,3.3298,LOW,LOW,29,0,30,0.8666666666666667,106957.28286006847,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
116.71.136.125,26,1,0.0,1.865,1.4648,0.0,1.4648,3.3298,LOW,LOW,29,0,27,0.9629629629629629,81932.29480751752,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.170.173.26,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,10513.520880448817,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
36.50.177.119,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,52.021811000506084,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
43.129.38.37,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,62.396956181526186,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
165.154.6.66,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,27,0.9629629629629629,52216.57068716685,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
165.232.137.75,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,36.13347701629003,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
187.251.123.104,26,1,0.0,1.8969,1.4648,0.0,1.4648,3.3616,LOW,LOW,33,0,26,1.0,61.170656168460845,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
210.92.144.218,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,6360.373493464788,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
172.185.24.228,26,1,0.0,1.8815,1.4648,0.0,1.4648,3.3462,LOW,LOW,31,0,28,0.9285714285714286,21261.705197751522,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.49.238.22,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,37.17536883354187,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
165.154.6.89,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,36.83205585082372,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
192.227.133.54,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,14.178061767419178,2,4,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.115.41.16,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,33.572165966033936,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
34.124.148.87,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,34.397125633557636,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
20.153.204.5,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,28,0.9285714285714286,78189.79267571768,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.82.37.34,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,27,0.9629629629629629,59559.37693839868,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
35.210.61.208,26,1,0.0,1.8969,1.4648,0.0,1.4648,3.3616,LOW,LOW,33,0,27,0.9629629629629629,71514.04885946513,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.82.92.202,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,42.20618908405304,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
210.128.206.29,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,40.400127335389456,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
125.138.175.113,26,1,0.0,1.865,1.4648,0.0,1.4648,3.3298,LOW,LOW,29,0,26,1.0,37.249469916025795,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.156.204.2,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,35.69174158175786,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
170.233.151.14,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,2968.8326589981716,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
125.16.27.190,26,1,0.0,1.865,1.4648,0.0,1.4648,3.3298,LOW,LOW,29,0,28,0.9285714285714286,72145.26313184897,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.113.104.43,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,28,0.9285714285714286,19683.705119450886,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
176.100.36.243,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,31.05567424694697,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
210.79.191.199,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,37.18761273225149,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.146.202.174,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,35.00182103315989,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
120.28.109.188,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,35.28387279907862,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
185.252.215.81,26,1,0.0,1.8475,1.4648,0.0,1.4648,3.3123,LOW,LOW,27,0,26,1.0,30.63272876739502,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
192.169.244.109,26,1,0.0,0.0,1.4648,0.0,1.4648,1.4648,LOW,LOW,0,0,26,1.0,43741.78927634955,1,1,0,NORMAL,NO_ACTION,NO_ACTION
166.62.35.226,26,1,0.0,0.0,1.4648,0.0,1.4648,1.4648,LOW,LOW,0,0,26,1.0,43646.51086933215,1,1,0,NORMAL,NO_ACTION,NO_ACTION
101.126.54.95,6,2,0.0,1.4557,0.8782,0.585,1.4632,2.9189,LOW,LOW,5,0,2,3.0,11.443953800201417,2,3,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
31.56.209.39,6,2,0.0,0.0,0.8782,0.585,1.4632,1.4632,LOW,LOW,0,0,5,1.2,15088.707701381047,2,2,0,NORMAL,NO_ACTION,NO_ACTION
35.204.174.69,13,1,0.2941,0.2941,1.1677,0.0,1.4617,1.4617,LOW,LOW,0,0,13,1.0,1297.7727084000906,1,1,0,NORMAL,NO_ACTION,NO_ACTION
64.226.117.156,2,1,0.9596,0.9596,0.5,0.0,1.4596,1.4596,LOW,LOW,0,0,1,2.0,0.008564933141072591,2,2,0,NORMAL,NO_ACTION,NO_ACTION
34.178.21.247,25,1,0.0,0.0,1.4464,0.0,1.4464,1.4464,LOW,LOW,0,0,25,1.0,7521.198422614733,4,20,0,NORMAL,NO_ACTION,NO_ACTION
183.110.63.196,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,15346.363579603036,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
36.255.220.44,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,2660.7149163007734,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
206.42.14.196,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,3950.036097180843,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
43.160.200.19,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,25,0.96,38894.03192229669,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.217.145.104,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,69.91930566628774,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
203.145.34.222,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,25,0.96,28283.327527133624,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
121.141.219.98,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,55.22224949995677,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
223.197.248.209,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,48.110701501369476,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
2.27.36.16,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,7273.315116449197,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.175.16.158,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,40.45236813227336,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
103.49.239.156,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,36.47195388476054,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
34.85.163.94,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,27.20015853246053,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
157.10.52.221,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,41.827686766783394,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
221.139.88.149,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,35.97860358556112,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
43.134.113.23,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,36.718045151233675,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
43.167.197.189,24,1,0.0,1.8286,1.4274,0.0,1.4274,3.256,LOW,LOW,25,0,24,1.0,39.44456168413162,2,2,0,NORMAL,NO_ACTION,BASE_SCORE_REVIEW
