ip,commands,unique,severity_old,severity_new,intensity,diversity,total_old,total_new,risk_level_old,risk_level_new,persistence_backdoor_hits,dropper_execution_hits,successful_logins,commands_per_login,activity_span_minutes,max_commands_5s,max_commands_1min,burst_10plus_5s,temporal_level,mitigation_decision_old,mitigation_decision_new
175.45.200.78,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.004224002361297607,2,2,0,NORMAL,NO_ACTION,NO_ACTION
188.127.227.111,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.012381450335184733,2,2,0,NORMAL,NO_ACTION,NO_ACTION
95.85.226.199,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.009377098083496094,2,2,0,NORMAL,NO_ACTION,NO_ACTION
8.222.224.174,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0006961504618326823,2,2,0,NORMAL,NO_ACTION,NO_ACTION
187.140.169.182,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.011568117141723632,2,2,0,NORMAL,NO_ACTION,NO_ACTION
47.239.5.171,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0034670193990071615,2,2,0,NORMAL,NO_ACTION,NO_ACTION
129.121.54.93,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.02008843421936035,2,2,0,NORMAL,NO_ACTION,NO_ACTION
172.174.17.234,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,3,0.6666666666666666,0.10230296850204468,1,2,0,NORMAL,NO_ACTION,NO_ACTION
128.199.231.94,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0017731825510660807,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.187.26.126,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.003455932935078939,2,2,0,NORMAL,NO_ACTION,NO_ACTION
152.200.205.180,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,3,0.6666666666666666,0.015674948692321777,2,2,0,NORMAL,NO_ACTION,NO_ACTION
223.233.87.224,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.005274617671966552,2,2,0,NORMAL,NO_ACTION,NO_ACTION
156.255.1.208,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.010536400477091472,2,2,0,NORMAL,NO_ACTION,NO_ACTION
77.54.41.203,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01569760243097941,2,2,0,NORMAL,NO_ACTION,NO_ACTION
211.105.129.57,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,3,0.6666666666666666,0.005377364158630371,2,2,0,NORMAL,NO_ACTION,NO_ACTION
77.90.40.68,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.009645915031433106,2,2,0,NORMAL,NO_ACTION,NO_ACTION
186.241.93.117,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.015275132656097413,2,2,0,NORMAL,NO_ACTION,NO_ACTION
165.154.22.124,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.008122901121775309,2,2,0,NORMAL,NO_ACTION,NO_ACTION
100.54.149.28,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.015275168418884277,2,2,0,NORMAL,NO_ACTION,NO_ACTION
202.85.222.190,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.012494432926177978,2,2,0,NORMAL,NO_ACTION,NO_ACTION
116.123.150.231,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.006702148914337158,2,2,0,NORMAL,NO_ACTION,NO_ACTION
49.206.22.253,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0028992533683776856,2,2,0,NORMAL,NO_ACTION,NO_ACTION
165.154.6.37,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.00816503365834554,2,2,0,NORMAL,NO_ACTION,NO_ACTION
96.47.238.229,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.012751269340515136,2,2,0,NORMAL,NO_ACTION,NO_ACTION
59.90.69.78,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.006009201208750407,2,2,0,NORMAL,NO_ACTION,NO_ACTION
47.227.176.6,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01742266813913981,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.89.55.225,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.008599249521891277,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.123.232,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.02955068349838257,2,2,0,NORMAL,NO_ACTION,NO_ACTION
104.248.32.112,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.010560186703999837,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.75.191.220,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0025167504946390787,2,2,0,NORMAL,NO_ACTION,NO_ACTION
185.239.209.145,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.017422584692637126,2,2,0,NORMAL,NO_ACTION,NO_ACTION
185.62.56.208,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.010768767197926838,2,2,0,NORMAL,NO_ACTION,NO_ACTION
5.34.216.214,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.012420582771301269,2,2,0,NORMAL,NO_ACTION,NO_ACTION
34.0.13.61,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.03160211642583211,2,2,0,NORMAL,NO_ACTION,NO_ACTION
93.48.24.181,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.012246131896972656,2,2,0,NORMAL,NO_ACTION,NO_ACTION
46.62.192.82,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.016579349835713703,2,2,0,NORMAL,NO_ACTION,NO_ACTION
74.208.50.208,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01615030368169149,2,2,0,NORMAL,NO_ACTION,NO_ACTION
116.230.168.213,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.018220901489257812,2,2,0,NORMAL,NO_ACTION,NO_ACTION
35.213.122.22,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.010117785135904948,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.103.112.5,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.017914199829101564,2,2,0,NORMAL,NO_ACTION,NO_ACTION
108.167.177.203,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.013861135641733805,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.79.165.128,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0047221501668294275,2,2,0,NORMAL,NO_ACTION,NO_ACTION
41.93.32.39,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.02018941640853882,2,2,0,NORMAL,NO_ACTION,NO_ACTION
161.129.70.107,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.014837801456451416,2,2,0,NORMAL,NO_ACTION,NO_ACTION
37.143.61.22,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.008852803707122802,2,2,0,NORMAL,NO_ACTION,NO_ACTION
185.182.110.139,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.012311017513275147,2,2,0,NORMAL,NO_ACTION,NO_ACTION
198.154.207.145,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.016187834739685058,2,2,0,NORMAL,NO_ACTION,NO_ACTION
109.248.231.249,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.014012416203816732,2,2,0,NORMAL,NO_ACTION,NO_ACTION
181.188.176.245,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.02120354970296224,2,2,0,NORMAL,NO_ACTION,NO_ACTION
136.244.83.243,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.011854314804077148,2,2,0,NORMAL,NO_ACTION,NO_ACTION
46.149.67.250,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.012662283579508464,2,2,0,NORMAL,NO_ACTION,NO_ACTION
62.64.150.148,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.021051716804504395,2,2,0,NORMAL,NO_ACTION,NO_ACTION
152.32.169.153,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.006895951430002848,2,2,0,NORMAL,NO_ACTION,NO_ACTION
144.91.106.231,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01862780253092448,2,2,0,NORMAL,NO_ACTION,NO_ACTION
161.33.202.236,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.005494797229766845,2,2,0,NORMAL,NO_ACTION,NO_ACTION
172.178.16.179,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.09090536832809448,1,2,0,NORMAL,NO_ACTION,NO_ACTION
172.190.216.105,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,5,0.4,0.06534770329793295,2,2,0,NORMAL,NO_ACTION,NO_ACTION
72.167.226.79,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.012090380986531575,2,2,0,NORMAL,NO_ACTION,NO_ACTION
82.158.120.103,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.010512332121531168,2,2,0,NORMAL,NO_ACTION,NO_ACTION
198.135.51.189,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.011035366853078207,2,2,0,NORMAL,NO_ACTION,NO_ACTION
89.144.214.214,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.010563798745473226,2,2,0,NORMAL,NO_ACTION,NO_ACTION
43.159.142.163,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.012324098745981853,2,2,0,NORMAL,NO_ACTION,NO_ACTION
178.156.155.199,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.013563183943430583,2,2,0,NORMAL,NO_ACTION,NO_ACTION
113.44.104.43,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.02265778382619222,2,2,0,NORMAL,NO_ACTION,NO_ACTION
163.7.9.55,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0013837337493896485,2,2,0,NORMAL,NO_ACTION,NO_ACTION
136.175.83.94,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.011283449331919352,2,2,0,NORMAL,NO_ACTION,NO_ACTION
72.167.227.34,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.009930964310963948,2,2,0,NORMAL,NO_ACTION,NO_ACTION
222.107.254.230,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.005266785621643066,2,2,0,NORMAL,NO_ACTION,NO_ACTION
182.191.77.164,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.007477684815724691,2,2,0,NORMAL,NO_ACTION,NO_ACTION
20.87.219.67,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01246393124262492,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.199.16.90,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.004030497868855795,2,2,0,NORMAL,NO_ACTION,NO_ACTION
222.118.59.16,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,3,0.6666666666666666,0.007084031899770101,2,2,0,NORMAL,NO_ACTION,NO_ACTION
2.26.99.194,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.00917513370513916,2,2,0,NORMAL,NO_ACTION,NO_ACTION
49.206.21.219,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0028248151143391927,2,2,0,NORMAL,NO_ACTION,NO_ACTION
57.134.215.133,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.013759382565816243,2,2,0,NORMAL,NO_ACTION,NO_ACTION
183.94.135.33,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.021406118075052896,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.106.79.66,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.002706615130106608,2,2,0,NORMAL,NO_ACTION,NO_ACTION
61.95.140.115,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.005600150426228841,2,2,0,NORMAL,NO_ACTION,NO_ACTION
111.68.98.152,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,3,0.6666666666666666,0.006645866235097249,2,2,0,NORMAL,NO_ACTION,NO_ACTION
135.13.28.35,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.002738432089487712,2,2,0,NORMAL,NO_ACTION,NO_ACTION
182.52.90.106,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,3,0.6666666666666666,0.00443270206451416,2,2,0,NORMAL,NO_ACTION,NO_ACTION
43.156.201.48,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.003006915251413981,2,2,0,NORMAL,NO_ACTION,NO_ACTION
51.75.127.195,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.008906217416127522,2,2,0,NORMAL,NO_ACTION,NO_ACTION
88.147.30.59,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,3,0.6666666666666666,0.009763534863789875,2,2,0,NORMAL,NO_ACTION,NO_ACTION
186.146.235.58,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01770739952723185,2,2,0,NORMAL,NO_ACTION,NO_ACTION
89.190.156.8,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.014966249465942383,2,2,0,NORMAL,NO_ACTION,NO_ACTION
179.184.242.48,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.018803850809733073,2,2,0,NORMAL,NO_ACTION,NO_ACTION
165.154.22.228,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.005224200089772543,2,2,0,NORMAL,NO_ACTION,NO_ACTION
121.15.140.235,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01881941556930542,2,2,0,NORMAL,NO_ACTION,NO_ACTION
160.155.68.8,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.014559801419576008,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.254.33.62,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.005749833583831787,2,2,0,NORMAL,NO_ACTION,NO_ACTION
138.113.3.133,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.004675467809041341,2,2,0,NORMAL,NO_ACTION,NO_ACTION
118.186.18.243,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.021305652459462483,2,2,0,NORMAL,NO_ACTION,NO_ACTION
160.30.113.59,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.002015666166941325,2,2,0,NORMAL,NO_ACTION,NO_ACTION
91.102.217.121,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.019323166211446127,2,2,0,NORMAL,NO_ACTION,NO_ACTION
203.175.74.145,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,3,0.6666666666666666,0.006466281414031982,2,2,0,NORMAL,NO_ACTION,NO_ACTION
101.47.155.9,2,1,0.0,1.5856,0.5,0.0,0.5,2.0856,LOW,LOW,9,0,3,0.6666666666666666,0.0009132703145345052,2,2,0,NORMAL,NO_ACTION,NO_ACTION
118.186.7.9,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01912950277328491,2,2,0,NORMAL,NO_ACTION,NO_ACTION
46.245.238.18,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.008554168542226155,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.155.221.74,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,3,0.6666666666666666,0.0031722187995910645,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.120.227.88,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.015034600098927816,2,2,0,NORMAL,NO_ACTION,NO_ACTION
165.22.82.165,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,3,0.6666666666666666,0.008426984151204428,2,2,0,NORMAL,NO_ACTION,NO_ACTION
121.161.30.2,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.004751833279927572,2,2,0,NORMAL,NO_ACTION,NO_ACTION
50.116.72.133,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.011414917310078938,2,2,0,NORMAL,NO_ACTION,NO_ACTION
42.96.19.37,2,1,0.0,1.5289,0.5,0.0,0.5,2.0289,LOW,LOW,7,0,3,0.6666666666666666,0.005064614613850911,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.168.58.222,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.003022166093190511,2,2,0,NORMAL,NO_ACTION,NO_ACTION
164.160.33.119,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01342759927113851,2,2,0,NORMAL,NO_ACTION,NO_ACTION
172.104.122.242,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.007319168249766032,2,2,0,NORMAL,NO_ACTION,NO_ACTION
167.172.133.85,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.012785351276397705,2,2,0,NORMAL,NO_ACTION,NO_ACTION
46.252.2.36,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.010262799263000489,2,2,0,NORMAL,NO_ACTION,NO_ACTION
183.81.86.112,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0034885485967000324,2,2,0,NORMAL,NO_ACTION,NO_ACTION
89.190.156.4,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.014325467745463054,2,2,0,NORMAL,NO_ACTION,NO_ACTION
115.190.192.112,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01828720172246297,2,2,0,NORMAL,NO_ACTION,NO_ACTION
146.70.245.157,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.011877783139546712,2,2,0,NORMAL,NO_ACTION,NO_ACTION
162.241.29.37,2,1,0.0,1.4557,0.5,0.0,0.5,1.9557,LOW,LOW,5,0,3,0.6666666666666666,0.01482374668121338,2,2,0,NORMAL,NO_ACTION,NO_ACTION
217.154.229.122,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.009106949965159098,2,2,0,NORMAL,NO_ACTION,NO_ACTION
123.58.203.202,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0036517182985941568,2,2,0,NORMAL,NO_ACTION,NO_ACTION
118.174.230.198,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,2,1.0,0.0026006499926249185,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.137.172.116,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.03819984992345174,2,2,0,NORMAL,NO_ACTION,NO_ACTION
43.167.239.142,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.006417115529378255,2,2,0,NORMAL,NO_ACTION,NO_ACTION
66.42.99.107,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.010866363843282064,2,2,0,NORMAL,NO_ACTION,NO_ACTION
178.104.172.201,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,6,0.3333333333333333,0.009031081199645996,2,2,0,NORMAL,NO_ACTION,NO_ACTION
211.254.212.59,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.006175001462300618,2,2,0,NORMAL,NO_ACTION,NO_ACTION
106.13.114.161,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.020113484064737955,2,2,0,NORMAL,NO_ACTION,NO_ACTION
106.12.29.184,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.036620485782623294,2,2,0,NORMAL,NO_ACTION,NO_ACTION
165.154.6.130,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.007067084312438965,2,2,0,NORMAL,NO_ACTION,NO_ACTION
45.161.237.218,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01909785270690918,2,2,0,NORMAL,NO_ACTION,NO_ACTION
49.43.241.11,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.009196547667185466,2,2,0,NORMAL,NO_ACTION,NO_ACTION
202.145.0.18,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0017073512077331542,2,2,0,NORMAL,NO_ACTION,NO_ACTION
182.180.59.208,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.006095683574676514,2,2,0,NORMAL,NO_ACTION,NO_ACTION
103.96.74.162,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.005984250704447428,2,2,0,NORMAL,NO_ACTION,NO_ACTION
197.248.104.19,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.00950688123703003,2,2,0,NORMAL,NO_ACTION,NO_ACTION
106.13.182.13,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,1,2.0,0.0677119811375936,2,2,0,NORMAL,NO_ACTION,NO_ACTION
197.140.11.157,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01272518237431844,2,2,0,NORMAL,NO_ACTION,NO_ACTION
84.247.181.8,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.016420435905456544,2,2,0,NORMAL,NO_ACTION,NO_ACTION
201.138.189.215,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.015153753757476806,2,2,0,NORMAL,NO_ACTION,NO_ACTION
14.22.82.116,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.01798768440882365,2,2,0,NORMAL,NO_ACTION,NO_ACTION
221.226.232.43,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.017043248812357584,2,2,0,NORMAL,NO_ACTION,NO_ACTION
216.48.178.103,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.004388535022735595,2,2,0,NORMAL,NO_ACTION,NO_ACTION
20.187.153.135,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.0052170832951863606,2,2,0,NORMAL,NO_ACTION,NO_ACTION
43.112.64.183,2,1,0.0,1.3526,0.5,0.0,0.5,1.8526,LOW,LOW,3,0,3,0.6666666666666666,0.011939247449239096,2,2,0,NORMAL,NO_ACTION,NO_ACTION
